Country,Year,Below $1 a day (Number),Below $2.15 a day  (Number),Below $3.65 a day (Number),Below $6.85 a day (Number),Below $10 a day (Number),Below $20 a day (Number),Below $30 a day (Number),Below $40 a day (Number),Below $1 a day (%Share),Below $2.15 a day (%Share),Below $3.65 a day (%Share),Below $6.85 a day (%Share),Below $10 a day (%Share),Below $20 a day (%Share),Below $30 a day (%Share),Below $40 a day (%Share)
Bolivia,2019,36081,221113,655120,1793642,3452691,7623022,9559414,10470200,0.31,1.92,5.69,15.58,29.99,66.21,83.03,90.94
Bolivia,2020,27253,363727,723518,1989084,3720659,7837741,9740586,10557466,0.23,3.12,6.20,17.04,31.87,67.14,83.45,90.44
Bolivia - urban,1990,0,75815,593605,1609268,2349215,3349640,3618224,3717443,0.00,1.99,15.56,42.18,61.57,87.80,94.84,97.44
Bolivia - urban,1992,82910,360002,1083564,2398063,3041420,3757410,3956468,4015183,2.01,8.74,26.30,58.20,73.81,91.19,96.02,97.44
Bosnia and Herzegovina,2001,2185,12233,41710,519470,1450756,3304592,3632917,3711881,0.06,0.33,1.11,13.83,38.63,87.99,96.74,98.84
Bosnia and Herzegovina,2004,1390,6819,27133,247594,706459,2351276,3147428,3458703,0.04,0.18,0.72,6.58,18.77,62.46,83.61,91.88
Bosnia and Herzegovina,2007,318,2501,16375,180601,574917,2094104,2954413,3384542,0.01,0.07,0.44,4.80,15.28,55.65,78.52,89.95
Bosnia and Herzegovina,2011,0,2745,31109,211589,604502,2148557,2988927,3350332,0.00,0.07,0.85,5.78,16.51,58.68,81.64,91.51
Botswana,1985,159847,447026,677391,894059,972889,1041323,1056476,1062088,14.94,41.79,63.33,83.59,90.96,97.36,98.77,99.30
Botswana,1993,138793,477231,776737,1095708,1221572,1346481,1377141,1388989,9.92,34.11,55.52,78.31,87.31,96.24,98.43,99.28
Botswana,2002,125662,496721,844900,1169460,1314544,1515106,1593125,1633872,7.37,29.14,49.56,68.60,77.12,88.88,93.46,95.85
Botswana,2009,58861,345509,716429,1179286,1430990,1726298,1825459,1872674,3.01,17.69,36.67,60.37,73.25,88.37,93.45,95.86
Botswana,2015,33358,327147,805961,1346969,1600086,1926965,2037184,2075312,1.57,15.43,38.00,63.51,75.45,90.86,96.06,97.86
Brazil,1981,9008827,29592498,52980738,82773450,96479710,112610395,117595064,119878699,7.29,23.95,42.87,66.98,78.08,91.13,95.16,97.01
Brazil,1982,9136613,30896991,54374504,84016150,97987292,114733908,120142382,122595345,7.22,24.42,42.98,66.42,77.46,90.70,94.98,96.91
Brazil,1983,12559177,39586628,65912531,93335183,105778670,120029958,124545703,126604242,9.70,30.58,50.92,72.10,81.71,92.72,96.21,97.80
Brazil,1984,11874272,39603165,66388730,95619832,108735387,122853812,127306447,129396509,8.97,29.92,50.15,72.23,82.14,92.80,96.16,97.74
Brazil,1985,10292212,34833685,61144902,91926189,107086546,124475766,129920147,132419273,7.61,25.75,45.20,67.96,79.16,92.02,96.04,97.89
Brazil,1986,4293670,16939975,36066923,68327620,87840593,115188639,124610418,129334714,3.11,12.27,26.11,49.47,63.60,83.40,90.23,93.65
Brazil,1987,8585481,28102313,51387650,83367955,101049274,123620014,131149501,134627955,6.09,19.95,36.47,59.17,71.72,87.74,93.09,95.55
Brazil,1988,10860233,32198490,56461998,88122405,105276929,126372984,133521454,137010193,7.56,22.42,39.31,61.35,73.30,87.99,92.96,95.39
Brazil,1989,9907251,29856384,53281399,85366430,102646543,125352171,133639926,137986903,6.77,20.40,36.41,58.34,70.15,85.67,91.33,94.30
Brazil,1990,11402597,35750062,61975691,94957252,112227371,132942019,139953002,143376776,7.65,23.99,41.59,63.73,75.32,89.22,93.93,96.22
Brazil,1992,12936121,35928904,62826555,100882264,120495576,142701429,149185985,151694771,8.39,23.29,40.73,65.40,78.11,92.51,96.71,98.34
Brazil,1993,12142854,34665034,62197692,100911140,119107321,140757423,147769606,151024960,7.74,22.10,39.65,64.34,75.94,89.74,94.21,96.29
Brazil,1995,7099463,23875308,48063928,85284997,107447551,136991472,147068918,152219781,4.38,14.74,29.67,52.64,66.32,84.55,90.77,93.95
Brazil,1996,8562070,26346053,49328087,86613666,108078727,138358048,149417382,154617942,5.20,16.00,29.97,52.62,65.66,84.05,90.77,93.93
Brazil,1997,8613806,26713712,50454944,88626538,110684647,141332931,152059979,157354888,5.15,15.98,30.17,53.00,66.20,84.52,90.94,94.11
Brazil,1998,7181002,24343578,49021699,88227942,110845586,142884786,153852700,159379713,4.23,14.34,28.87,51.96,65.29,84.16,90.62,93.87
Brazil,1999,7617623,25793931,51467667,92725509,116619440,147216738,157547227,162597371,4.42,14.97,29.87,53.81,67.68,85.43,91.43,94.36
Brazil,2001,7145291,23110218,46447267,85091243,110585595,146671793,159419015,165421635,4.03,13.04,26.21,48.02,62.41,82.77,89.97,93.36
Brazil,2002,5834419,21075264,45475144,84956985,111221389,148052025,161371929,167234747,3.25,11.74,25.33,47.32,61.95,82.46,89.88,93.15
Brazil,2003,6736213,22918636,47416653,88465098,114583176,151852848,164594002,170441488,3.71,12.61,26.08,48.66,63.02,83.52,90.53,93.75
Brazil,2004,5521916,20343410,44915098,87104498,114565491,153431097,166694962,172811505,3.00,11.06,24.41,47.34,62.26,83.38,90.59,93.92
Brazil,2005,4819955,18543660,41595568,83790647,111683575,153731669,167807431,173927387,2.59,9.96,22.35,45.02,60.00,82.59,90.16,93.45
Brazil,2006,4274428,15550593,36515578,77862788,107103737,151999659,167778794,174722178,2.27,8.26,19.41,41.38,56.92,80.78,89.16,92.85
Brazil,2007,4923701,14963980,34236145,74185554,102866859,151822943,168696027,175946097,2.59,7.87,18.01,39.02,54.10,79.85,88.73,92.54
Brazil,2008,3645648,12496687,30135343,68790103,98892483,150644875,168876336,176717215,1.90,6.51,15.69,35.82,51.50,78.45,87.94,92.03
Brazil,2009,3572925,11866614,28291897,65561438,96160764,150101256,169424609,177846363,1.84,6.12,14.59,33.81,49.60,77.42,87.38,91.73
Brazil,2011,3445827,10512692,23766119,59072953,89745828,147985213,170167188,179832871,1.74,5.32,12.03,29.91,45.44,74.92,86.15,91.05
Brazil,2012,2092754,8954997,21189057,56207764,85811066,145258013,168908014,179901938,1.05,4.49,10.63,28.20,43.06,72.89,84.76,90.27
Brazil,2013,1477979,7495728,19065863,51719260,81674073,143002336,168287597,179713567,0.74,3.73,9.48,25.73,40.63,71.13,83.71,89.39
Brazil,2014,1257062,6743818,17468010,49367985,78740697,141391258,168403935,180475882,0.62,3.33,8.61,24.35,38.83,69.73,83.05,89.01
Brazil,2015,1509573,7928337,18981521,51684075,81377212,144947453,171204442,182877978,0.74,3.88,9.28,25.28,39.80,70.89,83.73,89.44
Brazil,2016,2359917,9702430,21886300,55705996,85663572,147883847,172639469,184330270,1.14,4.71,10.62,27.02,41.55,71.73,83.74,89.41
Brazil,2017,2729032,10950867,22855605,56221650,85878993,148429828,174091507,186094162,1.31,5.27,11.00,27.05,41.32,71.42,83.76,89.54
Brazil,2018,2797768,11105566,22794871,55837241,84838086,147329521,173777157,186361417,1.34,5.30,10.88,26.66,40.50,70.33,82.96,88.97
Brazil,2019,3052618,11372574,22698339,55237401,83912420,147280923,174588582,188011395,1.45,5.39,10.75,26.17,39.76,69.79,82.72,89.08
Brazil,2020,899144,4143970,11305660,39802840,73143964,149223991,178064738,190683542,0.42,1.95,5.32,18.73,34.41,70.20,83.77,89.71
Bulgaria,1989,2513,4680,9013,38265,190482,3229414,6643170,8032978,0.03,0.05,0.10,0.43,2.15,36.38,74.84,90.49
Bulgaria,1992,0,0,0,268554,1134409,4875919,7129130,7905078,0.00,0.00,0.00,3.14,13.28,57.09,83.48,92.56
Bulgaria,1994,11665,21970,55976,470755,2059795,7185509,8129849,8330687,0.14,0.26,0.66,5.58,24.39,85.10,96.28,98.66
Bulgaria,1995,15954,101523,261058,1430018,3445965,7225505,8036235,8236379,0.19,1.21,3.11,17.01,40.99,85.96,95.60,97.98
Bulgaria,1997,6411,44960,564868,4436023,6857345,8132234,8269022,8307197,0.08,0.54,6.80,53.37,82.50,97.84,99.48,99.94
Bulgaria,2001,4295,206161,649622,2368705,4474339,7370257,7836267,7935053,0.05,2.57,8.11,29.58,55.87,92.02,97.84,99.07
Bulgaria,2003,0,72346,369347,2266534,4799608,7329826,7675375,7735346,0.00,0.93,4.75,29.15,61.73,94.27,98.71,99.49
Bulgaria,2006,163372,443192,872379,2166871,4117932,6893915,7391960,7498296,2.15,5.83,11.48,28.51,54.18,90.70,97.25,98.65
Bulgaria,2007,9886,37690,199570,1057781,2674727,6530808,7302518,7483552,0.13,0.50,2.64,14.02,35.45,86.55,96.78,99.18
Bulgaria,2008,20598,93746,263325,843540,1854390,5400507,6673015,7138708,0.27,1.25,3.51,11.26,24.75,72.08,89.06,95.28
Bulgaria,2009,7181,97206,226677,819322,1761407,5080064,6569975,7088372,0.10,1.31,3.04,11.01,23.66,68.24,88.25,95.22
Bulgaria,2010,29195,148484,336804,992237,2002875,5242086,6589236,7072151,0.39,2.01,4.55,13.42,27.08,70.88,89.10,95.63
Bulgaria,2011,53767,180678,375624,1032563,2094319,5574512,6776389,7095416,0.73,2.46,5.11,14.05,28.50,75.86,92.22,96.56
Bulgaria,2012,36138,168725,404006,1030890,2025960,5386293,6591829,6968882,0.49,2.31,5.53,14.11,27.73,73.73,90.23,95.39
Bulgaria,2013,43157,129593,362543,956302,1666233,4837326,6300614,6781532,0.59,1.78,4.99,13.16,22.93,66.58,86.72,93.34
Bulgaria,2014,28400,119940,285090,793439,1557396,4631247,6096461,6669061,0.39,1.66,3.95,10.98,21.56,64.11,84.39,92.32
Bulgaria,2015,85781,245462,435239,1012927,1723213,4693147,6127689,6703891,1.20,3.42,6.06,14.11,24.01,65.38,85.37,93.40
Bulgaria,2016,36955,140168,340164,743967,1369013,4108960,5664456,6411463,0.52,1.97,4.77,10.44,19.21,57.65,79.47,89.95
Bulgaria,2017,27594,97065,244383,667728,1329974,4127409,5726700,6379310,0.39,1.37,3.45,9.44,18.80,58.33,80.93,90.15
Bulgaria,2018,7099,61150,162482,560454,1027423,3595510,5232205,6012353,0.10,0.87,2.31,7.98,14.63,51.18,74.48,85.58
Bulgaria,2019,13803,64430,195923,501241,952699,3315484,5008493,5860812,0.20,0.92,2.81,7.19,13.66,47.53,71.80,84.02
Burkina Faso,1994,5176886,8057395,9057436,9564804,9712449,9795353,9806383,9812284,52.74,82.08,92.27,97.44,98.94,99.78,99.90,99.96
Burkina Faso,1998,4437691,8765972,9963297,10585570,10755387,10914539,10947694,10956310,40.46,79.92,90.83,96.51,98.06,99.51,99.81,99.89
Burkina Faso,2003,2009209,6922552,10021631,11864117,12308534,12603670,12641300,12644604,15.88,54.70,79.19,93.75,97.27,99.60,99.89,99.92
Burkina Faso,2009,1600241,7971662,12111473,14370026,14793043,15063329,15121594,15129528,10.57,52.65,79.99,94.91,97.70,99.49,99.87,99.92
Burkina Faso,2014,237025,6964570,13053819,16345171,17105440,17498285,17564749,17577088,1.35,39.60,74.23,92.94,97.27,99.50,99.88,99.95
Burkina Faso,2018,432804,6031172,11815340,16012348,17475292,19159239,19565564,19686743,2.19,30.54,59.82,81.07,88.48,97.00,99.06,99.67
Burundi,1992,1418901,4267555,5288292,5615892,5670967,5685512,5685512,5685512,24.96,75.06,93.01,98.77,99.74,100.00,100.00,100.00
Burundi,1998,2382660,4913884,5827707,6054618,6127986,6179041,6183544,6184775,38.52,79.44,94.21,97.88,99.07,99.89,99.97,99.99
Burundi,2006,1202535,5465808,6884332,7468028,7559476,7606648,7607581,7607850,15.81,71.84,90.49,98.16,99.36,99.98,100.00,100.00
Burundi,2013,1675847,6213875,8268112,9204748,9415915,9526710,9535050,9538498,17.57,65.13,86.67,96.48,98.70,99.86,99.94,99.98
Cameroon,1996,1308864,7036525,10527570,12690035,13318238,13827306,13927487,13949536,9.37,50.37,75.35,90.83,95.33,98.97,99.69,99.85
Cameroon,2001,370547,4092845,8887252,13372367,14761197,15701008,15834723,15866185,2.33,25.69,55.79,83.95,92.67,98.57,99.41,99.61
Cameroon,2007,498699,5885641,10948233,15780629,17342614,18471361,18651017,18696881,2.66,31.42,58.45,84.25,92.59,98.62,99.58,99.82
Cameroon,2014,1094111,5819600,10655288,16956530,19579192,21942559,22443686,22573093,4.82,25.66,46.98,74.76,86.32,96.74,98.95,99.52
Canada,1971,383912,494056,658286,1262485,2195916,7189915,12847091,16360851,1.75,2.25,3.00,5.75,10.00,32.74,58.50,74.50
Canada,1975,172975,230973,345971,577699,1041165,4280625,9604263,14175049,0.75,1.00,1.49,2.50,4.50,18.50,41.50,61.25
Canada,1981,54992,122789,185684,371264,679479,3287062,8062577,13090121,0.22,0.49,0.75,1.50,2.74,13.24,32.48,52.74
Canada,1987,0,58473,58473,262813,528212,3040915,7662950,13286260,0.00,0.22,0.22,0.99,2.00,11.50,28.98,50.24
Canada,1991,61002,61002,61002,207234,489737,3153783,7840005,13808296,0.22,0.22,0.22,0.74,1.75,11.25,27.96,49.25
Canada,1994,71963,71963,71963,215679,505514,3115956,7974674,13847654,0.25,0.25,0.25,0.74,1.74,10.74,27.50,47.75
Canada,1997,72120,149311,149311,298346,597975,3513941,8370173,13980719,0.24,0.50,0.50,1.00,2.00,11.75,27.99,46.75
Canada,1998,74527,150569,150569,300556,602631,3541926,8290728,14020704,0.25,0.50,0.50,1.00,2.00,11.75,27.49,46.50
Canada,2000,76656,76656,153165,305216,535082,3603159,8361474,13884289,0.25,0.25,0.50,0.99,1.74,11.74,27.25,45.25
Canada,2004,77794,77794,77794,237631,551455,3273870,7665136,13015398,0.24,0.24,0.24,0.74,1.73,10.25,24.00,40.75
Canada,2007,0,81648,81648,164227,406745,2465941,6412758,11674739,0.00,0.25,0.25,0.50,1.24,7.50,19.50,35.50
Canada,2010,0,84615,84615,166769,421777,2377024,6460847,11391610,0.00,0.25,0.25,0.49,1.24,6.99,19.00,33.50
Canada,2012,0,85578,172753,258204,511404,2773124,6504456,11106216,0.00,0.25,0.50,0.74,1.47,7.99,18.74,31.99
Canada,2013,85250,174182,174182,344010,595698,2888347,6402515,10959634,0.24,0.50,0.50,0.98,1.70,8.23,18.25,31.24
Canada,2014,0,85815,175408,353838,440594,2366181,5933527,10807067,0.00,0.24,0.49,1.00,1.24,6.68,16.74,30.50
Canada,2015,0,87795,177057,354730,535482,2499029,6246902,10889091,0.00,0.25,0.50,0.99,1.50,7.00,17.50,30.50
Canada,2016,0,89809,180480,352378,451313,1984543,5949708,11012479,0.00,0.25,0.50,0.98,1.25,5.50,16.48,30.50
Canada,2017,0,90271,181770,272262,456291,2094766,5846072,10687134,0.00,0.25,0.50,0.74,1.25,5.73,16.00,29.24
Cape Verde,2001,11098,85285,183269,307925,361339,409422,422671,427144,2.55,19.57,42.06,70.67,82.93,93.97,97.01,98.04
Cape Verde,2007,4215,50201,145770,297404,367841,442754,459863,467438,0.89,10.57,30.68,62.60,77.43,93.20,96.80,98.39
Cape Verde,2015,1120,23950,101440,267354,366941,475664,506745,516321,0.21,4.56,19.33,50.95,69.93,90.65,96.57,98.40
Central African Republic,1992,1827686,2432062,2696888,2862911,2911315,2950005,2958320,2959206,61.76,82.19,91.13,96.74,98.38,99.69,99.97,100.00
Central African Republic,2008,1194418,2644541,3453163,3964381,4100496,4216296,4247050,4256110,27.95,61.88,80.81,92.77,95.95,98.66,99.38,99.60
Chad,2003,1600926,5417207,7738693,8993833,9218487,9357340,9368807,9371456,17.08,57.79,82.56,95.95,98.34,99.82,99.95,99.97
Chad,2011,1377118,4526188,8005515,10871102,11721543,12273834,12342681,12350355,11.14,36.62,64.76,87.95,94.83,99.29,99.85,99.91
Chad,2018,479055,4779978,10005560,13839480,14785257,15381330,15453581,15470858,3.10,30.88,64.64,89.42,95.53,99.38,99.84,99.96
Chile,1987,432068,1944497,4397371,7854195,9493040,11306528,11886878,12176166,3.42,15.38,34.78,62.12,75.09,89.43,94.02,96.31
Chile,1990,295477,1416137,3734612,7435723,9349917,11588656,12265842,12632939,2.23,10.67,28.13,56.01,70.43,87.30,92.40,95.17
Chile,1992,161701,919173,2966087,6959016,9160841,11928810,12721753,13058086,1.18,6.70,21.62,50.72,66.77,86.95,92.73,95.18
Chile,1994,232380,962952,2863542,6671178,8986444,11870289,12884089,13324130,1.64,6.80,20.21,47.09,63.44,83.79,90.95,94.05
Chile,1996,154491,680423,2363840,6034313,8534297,11917405,13077767,13615946,1.06,4.66,16.20,41.37,58.50,81.70,89.65,93.34
Chile,1998,174496,686983,2226084,5830683,8417323,12035315,13232328,13832474,1.17,4.59,14.86,38.93,56.20,80.35,88.35,92.35
Chile,2000,240776,893890,2452502,6350088,9106136,12870175,13991305,14509359,1.57,5.83,15.99,41.39,59.35,83.89,91.19,94.57
Chile,2003,248058,838110,2418978,6436884,9337646,13328132,14501458,15004128,1.57,5.29,15.26,40.61,58.91,84.09,91.49,94.67
Chile,2006,66158,341363,1276943,4889039,8215319,13196644,14715070,15371024,0.40,2.09,7.81,29.89,50.23,80.69,89.98,93.99
Chile,2009,74440,291247,974394,4288692,7759665,13382064,15025119,15732443,0.44,1.72,5.77,25.40,45.95,79.25,88.98,93.17
Chile,2011,39438,160480,692562,3659360,6962957,13147613,15053859,15874373,0.23,0.93,4.02,21.23,40.40,76.29,87.35,92.11
Chile,2013,25314,93335,358930,2260513,5296134,12169598,14601573,15740299,0.14,0.53,2.04,12.86,30.14,69.26,83.10,89.58
Chile,2015,26083,77526,291501,1831490,4545435,11761377,14719609,15955583,0.15,0.43,1.62,10.19,25.30,65.45,81.92,88.79
Chile,2017,30175,62352,195021,1389891,3743815,11088955,14569380,16076357,0.16,0.34,1.06,7.52,20.27,60.04,78.88,87.04
Chile,2020,79159,143277,321851,1531378,3928380,11273256,14732726,16295914,0.41,0.75,1.68,8.01,20.55,58.97,77.07,85.25
China,1981,478267877,910629658,990599258,993722849,993844864,993875061,993875061,993875061,48.12,91.62,99.67,99.98,100.00,100.00,100.00,100.00
China,1984,259993408,841484657,1012936622,1036527004,1036751770,1036814632,1036814632,1036814632,25.08,81.16,97.70,99.97,99.99,100.00,100.00,100.00
China,1987,191061675,731700027,1012930384,1079127885,1083727683,1084024160,1084024160,1084024160,17.63,67.50,93.44,99.55,99.97,100.00,100.00,100.00
China,1990,223556762,816905682,1052127583,1123705838,1132519381,1134593304,1134931042,1135043960,19.69,71.96,92.68,98.99,99.77,99.95,99.98,99.99
China,1993,187408045,738952525,1026626608,1153732549,1170775322,1177996139,1178200072,1178302039,15.90,62.71,87.12,97.90,99.35,99.96,99.98,99.99
China,1996,108757164,586134479,950667451,1162562870,1198863351,1216658598,1217537824,1217537824,8.93,48.14,78.08,95.48,98.47,99.93,100.00,100.00
China,1999,126132353,575830190,917655490,1166847463,1221164679,1249591979,1252524116,1252722473,10.07,45.97,73.25,93.14,97.48,99.75,99.98,100.00
China,2002,95979656,467384386,803517396,1112392763,1215128543,1270879212,1277146715,1278918735,7.50,36.50,62.76,86.88,94.90,99.26,99.75,99.88
China,2005,25518800,288350575,638782715,1023840064,1177437712,1284755327,1297807448,1301322858,1.96,22.12,49.00,78.53,90.31,98.55,99.55,99.82
China,2008,21921798,237894629,525486663,920499170,1114720091,1284480545,1309939874,1317620188,1.65,17.96,39.67,69.49,84.15,96.97,98.89,99.47
China,2010,10096003,185971523,443198707,836083008,1053270503,1276208281,1314534553,1326161357,0.75,13.90,33.13,62.50,78.74,95.40,98.27,99.14
China,2011,7093035,137532709,376637182,791642154,1024311757,1274351723,1318675701,1332072208,0.53,10.23,28.00,58.86,76.16,94.74,98.04,99.04
China,2012,4757218,115009456,327894309,732444198,976388021,1265794839,1321265003,1338135720,0.35,8.49,24.21,54.09,72.10,93.47,97.57,98.81
China,2013,1686836,39302677,215863449,644271489,915816250,1248967892,1321102311,1343786006,0.12,2.88,15.83,47.26,67.18,91.62,96.91,98.57
China,2014,1852415,28523017,174695545,580471830,862650069,1235611491,1321816688,1349002342,0.14,2.08,12.73,42.31,62.88,90.07,96.35,98.33
China,2015,970755,16139948,135007818,522357543,815546601,1222694408,1321487237,1352870098,0.07,1.17,9.78,37.86,59.10,88.61,95.77,98.04
China,2016,759230,11564023,108609299,474981894,771731527,1204628090,1317984371,1355070759,0.05,0.83,7.83,34.23,55.61,86.80,94.97,97.64
China,2017,681774,9434420,95615220,446637067,740271290,1188589031,1313753166,1356051091,0.05,0.68,6.85,31.99,53.02,85.13,94.09,97.12
China,2018,441927,6001216,69539944,393710258,688191369,1165827862,1307077306,1356157565,0.03,0.43,4.96,28.07,49.06,83.11,93.18,96.68
China,2019,89974,2005031,42395157,347987758,645308140,1146388997,1299992374,1354258064,0.01,0.14,3.01,24.72,45.84,81.43,92.35,96.20
China - rural,1981,470451107,769096370,793927277,793927277,793927277,793927277,793927277,793927277,59.26,96.87,100.00,100.00,100.00,100.00,100.00,100.00
China - rural,1984,257174862,715199429,790648287,806610679,806610679,806610679,806610679,806610679,31.88,88.67,98.02,100.00,100.00,100.00,100.00,100.00
China - rural,1987,187360483,643508357,783167014,817542176,821050738,821050738,821050738,821050738,22.82,78.38,95.38,99.57,100.00,100.00,100.00,100.00
China - rural,1990,215888560,698923263,804061934,828655558,832356764,834430688,834768425,834881344,25.85,83.70,96.29,99.24,99.68,99.93,99.97,99.98
China - rural,1993,182539261,646246762,793741647,828716238,832998841,835038176,835242109,835344076,21.85,77.35,95.00,99.19,99.70,99.95,99.97,99.98
China - rural,1996,106109863,513248956,731163191,808387331,820993028,828069226,828948452,828948452,12.80,61.92,88.20,97.52,99.04,99.89,100.00,100.00
China - rural,1999,122970305,511180240,716168429,793615809,806898785,814514740,815762426,815960782,15.07,62.65,87.77,97.26,98.89,99.82,99.97,100.00
China - rural,2002,93798830,432448569,651912564,754710700,774072869,785449682,787333840,787964990,11.90,54.85,82.69,95.73,98.18,99.62,99.86,99.94
China - rural,2005,23670418,266982768,526008519,694762225,727454458,745632238,748467953,749344688,3.16,35.63,70.20,92.72,97.08,99.50,99.88,100.00
China - rural,2008,20468229,226170936,449885058,631820715,675112201,701232228,705490106,706898138,2.89,31.94,63.53,89.22,95.33,99.02,99.62,99.82
China - rural,2010,9186299,178953923,389126192,584950460,637155079,669895974,675311875,677105729,1.35,26.35,57.29,86.12,93.81,98.63,99.43,99.69
China - rural,2011,6403219,132323926,332125817,555592890,618243925,655930226,661828201,663737845,0.96,19.88,49.90,83.47,92.88,98.54,99.43,99.71
China - rural,2012,4131019,110875554,292233853,519773049,593351976,640558492,648149341,650616271,0.63,16.97,44.74,79.57,90.84,98.07,99.23,99.61
China - rural,2013,1041254,34070597,174865503,440452854,554949917,626075532,636156589,639249700,0.16,5.32,27.30,68.76,86.64,97.74,99.31,99.80
China - rural,2014,1096636,23497486,138373643,392437471,523011362,609861238,622057364,625743711,0.17,3.74,22.05,62.54,83.35,97.19,99.13,99.72
